Time,lat,lon,T,rh
2020-12-16 19:20:44,38.24258533333333,21.72557833333334,55.863,70.905
2020-12-16 19:20:45,38.24254833333336,21.72557333333332,55.863,70.905
2020-12-16 19:20:46,38.24251400000001,21.725568999999993,55.863,70.933
2020-12-16 19:20:47,38.24248239999997,21.725565500000002,55.863,70.99
2020-12-16 19:20:48,38.24245099999999,21.725560500000004,55.863,71.01899999999999
2020-12-16 19:20:49,38.2424201,21.725553699999995,55.818999999999996,71.043
2020-12-16 19:20:50,38.24239433333334,21.725544666666675,55.818999999999996,71.1
2020-12-16 19:20:51,38.24236800000001,21.72553633333335,55.818999999999996,71.1
2020-12-16 19:20:52,38.24234066666666,21.725531333333336,55.818999999999996,71.157
2020-12-16 19:20:53,38.242312333333324,21.72552699999999,55.776,71.18
2020-12-16 19:20:54,38.24228266666667,21.725524333333325,55.776,71.209
2020-12-16 19:20:55,38.24225133333332,21.725522999999995,55.776,71.237
2020-12-16 19:20:56,38.2422179,21.725523733333326,55.776,71.266
2020-12-16 19:20:57,38.24218453333332,21.72552499999999,55.776,71.266
2020-12-16 19:20:58,38.24215016666667,21.72552499999999,55.776,71.32300000000001
2020-12-16 19:20:59,38.242115899999995,21.725524266666657,55.776,71.351
2020-12-16 19:21:00,38.24208266666667,21.725522666666663,55.776,71.38
2020-12-16 19:21:01,38.24204750000001,21.725521999999998,55.776,71.408
2020-12-16 19:21:02,38.24201182758622,21.725520758620693,55.818999999999996,71.47
2020-12-16 19:21:03,38.241975709677426,21.725517677419354,55.818999999999996,71.498
2020-12-16 19:21:04,38.24194066666665,21.72551566666667,55.818999999999996,71.555
2020-12-16 19:21:05,38.241907999999995,21.72551299999999,55.818999999999996,71.612
2020-12-16 19:21:06,38.241878000000014,21.72551299999999,55.818999999999996,71.612
2020-12-16 19:21:07,38.24184933333333,21.725513666666654,55.776,71.664
2020-12-16 19:21:08,38.241823000000025,21.72551433333332,55.776,71.664
2020-12-16 19:21:09,38.24179733333335,21.725512666666656,55.776,71.692
2020-12-16 19:21:10,38.241774800000016,21.725511399999995,55.776,71.692
2020-12-16 19:21:11,38.24175100000002,21.725509333333324,55.776,71.721
2020-12-16 19:21:12,38.24173040000002,21.725507699999994,55.776,71.721
2020-12-16 19:21:13,38.241706,21.72550633333333,55.776,71.749
2020-12-16 19:21:14,38.241680499999994,21.7255044,55.776,71.778
2020-12-16 19:21:15,38.24165366666668,21.725502666666667,55.776,71.778
2020-12-16 19:21:16,38.24162499999999,21.725502000000002,55.776,71.806
2020-12-16 19:21:17,38.24159600000001,21.725501400000002,55.776,71.806
2020-12-16 19:21:18,38.24156500000001,21.725500666666672,55.776,71.834
2020-12-16 19:21:19,38.24153672413792,21.725502000000002,55.776,71.834
2020-12-16 19:21:20,38.241505666666676,21.725501333333337,55.776,71.891
2020-12-16 19:21:21,38.24147866666666,21.725500000000007,55.776,71.891
2020-12-16 19:21:22,38.241454,21.725500000000007,55.776,71.94800000000001
2020-12-16 19:21:23,38.241430333333334,21.725499333333342,55.776,71.976
2020-12-16 19:21:24,38.2414072413793,21.725498000000012,55.776,72.005
2020-12-16 19:21:25,38.2413812903226,21.72549767741937,55.776,72.005
2020-12-16 19:21:26,38.24135433333333,21.725496333333343,55.733000000000004,72.028
2020-12-16 19:21:27,38.24132830000001,21.725494100000013,55.733000000000004,72.057
2020-12-16 19:21:28,38.24129799999999,21.725490666666683,55.733000000000004,72.057
2020-12-16 19:21:29,38.241269,21.72548770000001,55.733000000000004,72.085
2020-12-16 19:21:30,38.24123799999999,21.725485333333335,55.733000000000004,72.085
2020-12-16 19:21:31,38.24120933333332,21.72547966666666,55.733000000000004,72.085
2020-12-16 19:21:32,38.24118455172414,21.725473448275856,55.733000000000004,72.142
2020-12-16 19:21:33,38.24116122580645,21.72546838709676,55.69,72.137
2020-12-16 19:21:34,38.24114039999999,21.725464099999993,55.69,72.109
2020-12-16 19:21:35,38.241116,21.72546133333333,55.69,72.165
2020-12-16 19:21:36,38.241088466666675,21.7254589,55.69,72.165
2020-12-16 19:21:37,38.2410633,21.725455500000006,55.69,72.165
2020-12-16 19:21:38,38.24103366666668,21.72544866666668,55.69,72.194
2020-12-16 19:21:39,38.241005666666666,21.725438666666655,55.69,72.222
2020-12-16 19:21:40,38.24097700000001,21.725429586206893,55.69,72.194
2020-12-16 19:21:41,38.240947999999996,21.725422666666656,55.69,72.222
